Country_Code,Country_Name,Year,Production_KTOE,Production_BOPD
UKR,Ukraine,2003,2828.05,55995
UKR,Ukraine,2004,3017.99,59756
UKR,Ukraine,2005,3164.72,62661
UKR,Ukraine,2006,3357.68,66482
UKR,Ukraine,2007,3326.52,65865
UKR,Ukraine,2008,3199.89,63358
UKR,Ukraine,2009,2918.5,57786
UKR,Ukraine,2010,2594.89,51379
UKR,Ukraine,2011,2450.17,48513
UKR,Ukraine,2012,2301.43,45568
UKR,Ukraine,2013,2182.84,43220
UKR,Ukraine,2014,2052.19,40633
UKR,Ukraine,2015,1886.37,37350
UKR,Ukraine,2016,1631.1,32296
UKR,Ukraine,2017,1513.52,29968
URY,Uruguay,1990,0.0,0
URY,Uruguay,1991,0.0,0
URY,Uruguay,1992,0.0,0
URY,Uruguay,1993,0.0,0
URY,Uruguay,1994,0.0,0
URY,Uruguay,1995,0.0,0
URY,Uruguay,1996,0.0,0
URY,Uruguay,1997,0.0,0
URY,Uruguay,1998,0.0,0
URY,Uruguay,1999,0.0,0
URY,Uruguay,2000,0.0,0
URY,Uruguay,2001,0.0,0
URY,Uruguay,2002,0.0,0
URY,Uruguay,2003,0.0,0
URY,Uruguay,2004,0.0,0
URY,Uruguay,2005,0.0,0
URY,Uruguay,2006,0.0,0
URY,Uruguay,2007,0.0,0
URY,Uruguay,2008,0.0,0
URY,Uruguay,2009,0.0,0
URY,Uruguay,2010,0.0,0
URY,Uruguay,2011,0.0,0
URY,Uruguay,2012,0.0,0
URY,Uruguay,2013,0.0,0
URY,Uruguay,2014,0.0,0
URY,Uruguay,2015,0.0,0
URY,Uruguay,2016,0.0,0
URY,Uruguay,2017,0.0,0
USA,United States,1990,374866.67,7422360
USA,United States,1991,377987.15,7484146
USA,United States,1992,366480.64,7256317
USA,United States,1993,348942.93,6909070
USA,United States,1994,339510.2,6722302
USA,United States,1995,334314.91,6619435
USA,United States,1996,330369.88,6541324
USA,United States,1997,328807.57,6510390
USA,United States,1998,318626.75,6308810
USA,United States,1999,299750.95,5935069
USA,United States,2000,297512.89,5890755
USA,United States,2001,295670.56,5854277
USA,United States,2002,292823.9,5797913
USA,United States,2003,289518.47,5732466
USA,United States,2004,276931.16,5483237
USA,United States,2005,263918.14,5225579
USA,United States,2006,260029.94,5148593
USA,United States,2007,258101.86,5110417
USA,United States,2008,252986.13,5009125
USA,United States,2009,273202.08,5409401
USA,United States,2010,279225.02,5528655
USA,United States,2011,287590.38,5694290
USA,United States,2012,332009.68,6573792
USA,United States,2013,380518.66,7534269
USA,United States,2014,446109.69,8832972
USA,United States,2015,472634.85,9358170
USA,United States,2016,446538.26,8841458
USA,United States,2017,470360.95,9313147
UZB,Uzbekistan,1990,2813.98,55717
UZB,Uzbekistan,1991,2846.14,56354
UZB,Uzbekistan,1992,3309.44,65527
UZB,Uzbekistan,1993,3963.69,78481
UZB,Uzbekistan,1994,5527.46,109444
UZB,Uzbekistan,1995,7493.22,148366
UZB,Uzbekistan,1996,7533.42,149162
UZB,Uzbekistan,1997,7808.79,154614
UZB,Uzbekistan,1998,8026.87,158932
UZB,Uzbekistan,1999,8159.53,161559
UZB,Uzbekistan,2000,7546.48,149420
UZB,Uzbekistan,2001,7224.89,143053
UZB,Uzbekistan,2002,7090.22,140386
UZB,Uzbekistan,2003,7723.36,152923
UZB,Uzbekistan,2004,7916.32,156743
UZB,Uzbekistan,2005,5426.96,107454
UZB,Uzbekistan,2006,5426.96,107454
UZB,Uzbekistan,2007,4924.46,97504
UZB,Uzbekistan,2008,4823.96,95514
UZB,Uzbekistan,2009,4522.46,89545
UZB,Uzbekistan,2010,3788.82,75019
UZB,Uzbekistan,2011,3567.72,70641
UZB,Uzbekistan,2012,3180.8,62980
UZB,Uzbekistan,2013,3011.96,59637
UZB,Uzbekistan,2014,2835.08,56135
UZB,Uzbekistan,2015,2633.08,52135
UZB,Uzbekistan,2016,2430.07,48115
UZB,Uzbekistan,2017,2328.57,46106
VEN,Venezuela,1990,118935.92,2354931
VEN,Venezuela,1991,133915.23,2651522
VEN,Venezuela,1992,134378.96,2660703
VEN,Venezuela,1993,140393.55,2779792
VEN,Venezuela,1994,145015.89,2871315
VEN,Venezuela,1995,157566.5,3119817
VEN,Venezuela,1996,179247.45,3549100
VEN,Venezuela,1997,189716.63,3756389
VEN,Venezuela,1998,184232.01,3647794
VEN,Venezuela,1999,165736.26,3281578
VEN,Venezuela,2000,170920.63,3384228
VEN,Venezuela,2001,169384.12,3353806
VEN,Venezuela,2002,155866.52,3086157
VEN,Venezuela,2003,137562.02,2723728
VEN,Venezuela,2004,174434.93,3453812
VEN,Venezuela,2005,180931.41,3582442
VEN,Venezuela,2006,183927.49,3641764
VEN,Venezuela,2007,157998.17,3128364
VEN,Venezuela,2008,161640.7,3200486
VEN,Venezuela,2009,163475.31,3236811
VEN,Venezuela,2010,161789.22,3203427
VEN,Venezuela,2011,162239.06,3212333
VEN,Venezuela,2012,157950.09,3127412
VEN,Venezuela,2013,156394.36,3096608
VEN,Venezuela,2014,150325.27,2976440
VEN,Venezuela,2015,149089.01,2951962
VEN,Venezuela,2016,134000.71,2653214
VEN,Venezuela,2017,117662.26,2329713
VNM,Vietnam,1990,2749.64,54443
VNM,Vietnam,1991,4072.04,80626
VNM,Vietnam,1992,5599.05,110861
VNM,Vietnam,1993,6413.46,126987
VNM,Vietnam,1994,7227.86,143112
VNM,Vietnam,1995,7789.8,154238
VNM,Vietnam,1996,8961.53,177438
VNM,Vietnam,1997,10271.71,203380
VNM,Vietnam,1998,12725.11,251957
VNM,Vietnam,1999,15491.04,306723
VNM,Vietnam,2000,16564.02,327968
VNM,Vietnam,2001,17033.33,337260
VNM,Vietnam,2002,16898.95,334599
VNM,Vietnam,2003,16896.91,334559
VNM,Vietnam,2004,20412.1,404160
VNM,Vietnam,2005,19056.11,377311
VNM,Vietnam,2006,17306.15,342662
VNM,Vietnam,2007,16498.87,326678
VNM,Vietnam,2008,15521.58,307327
VNM,Vietnam,2009,17041.47,337421
VNM,Vietnam,2010,15773.03,312306
VNM,Vietnam,2011,15936.93,315551
VNM,Vietnam,2012,17492.45,346351
VNM,Vietnam,2013,17491.43,346330
VNM,Vietnam,2014,17705.21,350563
VNM,Vietnam,2015,19083.6,377855
VNM,Vietnam,2016,15473.74,306380
VNM,Vietnam,2017,13844.92,274129
YEM,Yemen,1990,9306.58,184270
YEM,Yemen,1991,10192.87,201819
YEM,Yemen,1992,8797.19,174184
YEM,Yemen,1993,10641.67,210705
YEM,Yemen,1994,16596.15,328604
YEM,Yemen,1995,16906.3,334745
YEM,Yemen,1996,17060.35,337795
YEM,Yemen,1997,17831.62,353066
YEM,Yemen,1998,18163.34,359634
YEM,Yemen,1999,19304.32,382226
YEM,Yemen,2000,21531.86,426331
YEM,Yemen,2001,21570.89,427104
YEM,Yemen,2002,21553.43,426758
YEM,Yemen,2003,21196.04,419682
YEM,Yemen,2004,19878.41,393593
YEM,Yemen,2005,19689.44,389851
YEM,Yemen,2006,17969.24,355791
YEM,Yemen,2007,15724.24,311340
YEM,Yemen,2008,14033.81,277869
YEM,Yemen,2009,13687.72,271017
YEM,Yemen,2010,13010.93,257616
YEM,Yemen,2011,9670.13,191469
YEM,Yemen,2012,7595.62,150393
YEM,Yemen,2013,8506.56,168430
YEM,Yemen,2014,7140.66,141385
YEM,Yemen,2015,1451.14,28733
YEM,Yemen,2016,890.4,17630
YEM,Yemen,2017,1836.26,36358
ZAF,South Africa,1990,0.0,0
ZAF,South Africa,1991,0.0,0
ZAF,South Africa,1992,0.0,0
ZAF,South Africa,1993,0.0,0
ZAF,South Africa,1994,0.0,0
ZAF,South Africa,1995,0.0,0
ZAF,South Africa,1996,0.0,0
ZAF,South Africa,1997,390.02,7722
ZAF,South Africa,1998,628.1,12436
ZAF,South Africa,1999,477.13,9447
ZAF,South Africa,2000,666.82,13203
ZAF,South Africa,2001,507.13,10041
ZAF,South Africa,2002,765.53,15157
ZAF,South Africa,2003,551.65,10923
ZAF,South Africa,2004,1434.28,28399
ZAF,South Africa,2005,678.43,13433
ZAF,South Africa,2006,661.98,13107
ZAF,South Africa,2007,0.0,0
ZAF,South Africa,2008,0.0,0
ZAF,South Africa,2009,279.7,5538
ZAF,South Africa,2010,294.21,5825
ZAF,South Africa,2011,294.21,5825
ZAF,South Africa,2012,51.29,1016
ZAF,South Africa,2013,63.88,1265
ZAF,South Africa,2014,157.75,3123
ZAF,South Africa,2015,157.75,3123
ZAF,South Africa,2016,105.49,2089
ZAF,South Africa,2017,105.49,2089
ZMB,Zambia,1990,0.0,0
ZMB,Zambia,1991,0.0,0
ZMB,Zambia,1992,0.0,0
ZMB,Zambia,1993,0.0,0
ZMB,Zambia,1994,0.0,0
ZMB,Zambia,1995,0.0,0
ZMB,Zambia,1996,0.0,0
ZMB,Zambia,1997,0.0,0
ZMB,Zambia,1998,0.0,0
ZMB,Zambia,1999,0.0,0
ZMB,Zambia,2000,0.0,0
ZMB,Zambia,2001,0.0,0
ZMB,Zambia,2002,0.0,0
ZMB,Zambia,2003,0.0,0
ZMB,Zambia,2004,0.0,0
ZMB,Zambia,2005,0.0,0
ZMB,Zambia,2006,0.0,0
ZMB,Zambia,2007,0.0,0
ZMB,Zambia,2008,0.0,0
ZMB,Zambia,2009,0.0,0
ZMB,Zambia,2010,0.0,0
ZMB,Zambia,2011,0.0,0
ZMB,Zambia,2012,0.0,0
ZMB,Zambia,2013,0.0,0
ZMB,Zambia,2014,0.0,0
ZMB,Zambia,2015,0.0,0
ZMB,Zambia,2016,0.0,0
ZMB,Zambia,2017,0.0,0
ZWE,Zimbabwe,1990,0.0,0
ZWE,Zimbabwe,1991,0.0,0
ZWE,Zimbabwe,1992,0.0,0
ZWE,Zimbabwe,1993,0.0,0
ZWE,Zimbabwe,1994,0.0,0
ZWE,Zimbabwe,1995,0.0,0
ZWE,Zimbabwe,1996,0.0,0
ZWE,Zimbabwe,1997,0.0,0
ZWE,Zimbabwe,1998,0.0,0
ZWE,Zimbabwe,1999,0.0,0
ZWE,Zimbabwe,2000,0.0,0
ZWE,Zimbabwe,2001,0.0,0
ZWE,Zimbabwe,2002,0.0,0
ZWE,Zimbabwe,2003,0.0,0
ZWE,Zimbabwe,2004,0.0,0
ZWE,Zimbabwe,2005,0.0,0
ZWE,Zimbabwe,2006,0.0,0
ZWE,Zimbabwe,2007,0.0,0
ZWE,Zimbabwe,2008,0.0,0
ZWE,Zimbabwe,2009,0.0,0
ZWE,Zimbabwe,2010,0.0,0
ZWE,Zimbabwe,2011,0.0,0
ZWE,Zimbabwe,2012,0.0,0
ZWE,Zimbabwe,2013,0.0,0
ZWE,Zimbabwe,2014,0.0,0
ZWE,Zimbabwe,2015,0.0,0
ZWE,Zimbabwe,2016,0.0,0
ZWE,Zimbabwe,2017,0.0,0
